"team","opponent","max2","odds","market_value","FIFA_points","UEFA_rank","UEFA_points","CL_players","max2_opponent","odds_opponent","market_value_opponent","FIFA_points_opponent","UEFA_rank_opponent","UEFA_points_opponent","CL_players_opponent","result","past_scores","past_scores_opponent","GDP","GDP_opponent","population","population_opponent","t_sne_1","t_sne_2","id"
"Greece","Russia",0.5,0.586776859504132,0.0896828290193219,0.554078014184397,0.323529411764706,0.353039968917242,0,1,0.225206611570248,0.213999270871309,0.573581560283688,0.323529411764706,0.485154223119055,0,"win",0.527472527443546,0.417582417504528,0.0584861717289791,0.578931907464232,0.0618787486272633,1,13.6883178471765,-172.355250751601,67
"Czech Republic","Poland",0,0.483471074380165,0.117389719285454,0.392730496453901,0.470588235294118,0.186145612693797,0.0714285714285714,0.5,0.276859504132231,0.0922347794385709,0.168439716312057,0.470588235294118,0.12430596463083,0,"win",0.307692307730347,0.131868131860886,0.0464240558822926,0.134583687239355,0.0602314645341143,0.257053754962971,-354.724344434421,218.091452143923,68
"Germany","Portugal",0.75,0,0.684651841049945,0.854609929078014,0.0588235294117647,0.795091932269668,0.714285714285714,0.5,0.152892561983471,0.492161866569449,0.592198581560284,0.0588235294117647,0.571496609723389,0.285714285714286,"win",0.637362637382562,0.505494505521676,1,0.0524323676576405,0.559513417621716,0.0586545771970828,-223.066930841796,282.302452723468,69
"Netherlands","Denmark",0,0.0392561983471074,0.395916879329202,0.803191489361702,0.0882352941176471,0.427776454810934,0.142857142857143,0.5,0.586776859504132,0.0947867298578199,0.612588652482269,0.0882352941176471,0.307719302643288,0,"loss",0.395604395582659,0.164835164826108,0.213329464638894,0.0832190015772512,0.105769556218849,0.0260045617097964,-341.456341798506,163.124958572997,70
"Netherlands","Germany",0,0.0392561983471074,0.395916879329202,0.803191489361702,0.0882352941176471,0.427776454810934,0.142857142857143,0.75,0,0.684651841049945,0.854609929078014,0.0882352941176471,0.795091932269668,0.714285714285714,"loss",0.395604395582659,0.637362637382562,0.213329464638894,1,0.105769556218849,0.559513417621716,-258.08853857215,101.501541142822,71
"Denmark","Portugal",0.5,0.586776859504132,0.0947867298578199,0.612588652482269,0.617647058823529,0.307719302643288,0,0.5,0.152892561983471,0.492161866569449,0.592198581560284,0.617647058823529,0.571496609723389,0.285714285714286,"loss",0.164835164826108,0.505494505521676,0.0832190015772512,0.0524323676576405,0.0260045617097964,0.0586545771970828,90.9018307325973,-309.105209417919,72
"Portugal","Netherlands",0.5,0.152892561983471,0.492161866569449,0.592198581560284,0.117647058823529,0.571496609723389,0.285714285714286,0,0.0392561983471074,0.395916879329202,0.803191489361702,0.117647058823529,0.427776454810934,0.142857142857143,"win",0.505494505521676,0.395604395582659,0.0524323676576405,0.213329464638894,0.0586545771970828,0.105769556218849,-33.5184423052881,-105.014193497195,73
"Denmark","Germany",0.5,0.586776859504132,0.0947867298578199,0.612588652482269,0.617647058823529,0.307719302643288,0,0.75,0,0.684651841049945,0.854609929078014,0.617647058823529,0.795091932269668,0.714285714285714,"loss",0.164835164826108,0.637362637382562,0.0832190015772512,1,0.0260045617097964,0.559513417621716,-326.205075596058,-126.640185160323,74
"Spain","Italy",1,0,1,1,0,0.956684672941707,1,0.5,0.0909090909090909,0.426175720014583,0.575354609929078,0,0.683745472320052,0,"draw",0.890109890060983,0.340659340695568,0.36830285441966,0.566157726228472,0.312871793427759,0.415228226283333,-76.9806098178314,-333.334493906126,75
"Ireland","Croatia",0.5,0.741735537190083,0.0696317900109369,0.513297872340426,1,0.03396543296527,0,0.25,0.276859504132231,0.198687568355815,0.642730496453901,1,0.12691290561119,0.0714285714285714,"loss",0,0.19780219779133,0.0518531730599061,0.00751871148064663,0.0309675330160786,0.0158463098020443,66.1708819081133,-286.582241629811,76
"Italy","Croatia",0.5,0.0909090909090909,0.426175720014583,0.575354609929078,0.147058823529412,0.683745472320052,0,0.25,0.276859504132231,0.198687568355815,0.642730496453901,0.147058823529412,0.12691290561119,0.0714285714285714,"draw",0.340659340695568,0.19780219779133,0.566157726228472,0.00751871148064663,0.415228226283333,0.0158463098020443,-226.408999157363,213.061827614233,77
"Spain","Ireland",1,0,1,1,0,0.956684672941707,1,0.5,0.741735537190083,0.0696317900109369,0.513297872340426,0,0.03396543296527,0,"win",0.890109890060983,0,0.36830285441966,0.0518531730599061,0.312871793427759,0.0309675330160786,-124.865129330915,-309.312977009722,78
"Italy","Ireland",0.5,0.0909090909090909,0.426175720014583,0.575354609929078,0.147058823529412,0.683745472320052,0,0.5,0.741735537190083,0.0696317900109369,0.513297872340426,0.147058823529412,0.03396543296527,0,"win",0.340659340695568,0,0.566157726228472,0.0518531730599061,0.415228226283333,0.0309675330160786,-222.321435171508,203.055401690976,79
"Croatia","Spain",0.25,0.276859504132231,0.198687568355815,0.642730496453901,0.558823529411765,0.12691290561119,0.0714285714285714,1,0,1,1,0.558823529411765,0.956684672941707,1,"loss",0.19780219779133,0.890109890060983,0.00751871148064663,0.36830285441966,0.0158463098020443,0.312871793427759,-227.630835763007,-352.031162980864,80
"France","England",0.25,0.0909090909090909,0.495807510025519,0.563829787234043,0.176470588235294,0.597591086267186,0.214285714285714,0.75,0.0702479338842975,0.578563616478308,0.724290780141844,0.176470588235294,1,0.142857142857143,"draw",0.395604395582659,0.0659340659304432,0.750736059801287,0.694813822778658,0.453622617069805,0.368439726297412,-192.668517131067,-109.607200700822,81
"Ukraine","Sweden",1,0.431818181818182,0.127232956616843,0.216312056737589,0.294117647058824,0.474826726158397,0.0714285714285714,0,0.483471074380165,0.151658767772512,0.515957446808511,0.294117647058824,0.101858698785516,0,"win",0.230769230756551,0.19780219779133,0.0407436215085356,0.146181448796479,0.287718581927745,0.0554711936473967,-23.0977069390298,-41.6367414979245,82
"Sweden","England",0,0.483471074380165,0.151658767772512,0.515957446808511,0.647058823529412,0.101858698785516,0,0.75,0.0702479338842975,0.578563616478308,0.724290780141844,0.647058823529412,1,0.142857142857143,"loss",0.19780219779133,0.0659340659304432,0.146181448796479,0.694813822778658,0.0554711936473967,0.368439726297412,-204.388072524422,-115.135354674607,83
"Ukraine","France",1,0.431818181818182,0.127232956616843,0.216312056737589,0.294117647058824,0.474826726158397,0.0714285714285714,0.25,0.0909090909090909,0.495807510025519,0.563829787234043,0.294117647058824,0.597591086267186,0.214285714285714,"loss",0.230769230756551,0.395604395582659,0.0407436215085356,0.750736059801287,0.287718581927745,0.453622617069805,-14.0907745919841,-42.443985707191,84
"England","Ukraine",0.75,0.0702479338842975,0.578563616478308,0.724290780141844,0.0294117647058824,1,0.142857142857143,1,0.431818181818182,0.127232956616843,0.216312056737589,0.0294117647058824,0.474826726158397,0.0714285714285714,"win",0.0659340659304432,0.230769230756551,0.694813822778658,0.0407436215085356,0.368439726297412,0.287718581927745,-138.107084770466,217.10006351771,85
"Sweden","France",0,0.483471074380165,0.151658767772512,0.515957446808511,0.647058823529412,0.101858698785516,0,0.25,0.0909090909090909,0.495807510025519,0.563829787234043,0.647058823529412,0.597591086267186,0.214285714285714,"win",0.19780219779133,0.395604395582659,0.146181448796479,0.750736059801287,0.0554711936473967,0.453622617069805,-361.757031992294,-134.534241537149,86
"Czech Republic","Portugal",0,0.483471074380165,0.117389719285454,0.392730496453901,0.470588235294118,0.186145612693797,0.0714285714285714,0.5,0.152892561983471,0.492161866569449,0.592198581560284,0.470588235294118,0.571496609723389,0.285714285714286,"loss",0.307692307730347,0.505494505521676,0.0464240558822926,0.0524323676576405,0.0602314645341143,0.0586545771970828,-349.531649866794,206.288681555475,87
"Germany","Greece",0.75,0,0.684651841049945,0.854609929078014,0.0588235294117647,0.795091932269668,0.714285714285714,0.5,0.586776859504132,0.0896828290193219,0.554078014184397,0.0588235294117647,0.353039968917242,0,"win",0.637362637382562,0.527472527443546,1,0.0584861717289791,0.559513417621716,0.0618787486272633,-478.637271477788,99.867425646502,88
"Spain","France",1,0,1,1,0,0.956684672941707,1,0.25,0.0909090909090909,0.495807510025519,0.563829787234043,0,0.597591086267186,0.214285714285714,"win",0.890109890060983,0.395604395582659,0.36830285441966,0.750736059801287,0.312871793427759,0.453622617069805,-60.0041115658816,-331.00854277894,89
"England","Italy",0.75,0.0702479338842975,0.578563616478308,0.724290780141844,0.0294117647058824,1,0.142857142857143,0.5,0.0909090909090909,0.426175720014583,0.575354609929078,0.0294117647058824,0.683745472320052,0,"draw",0.0659340659304432,0.340659340695568,0.694813822778658,0.566157726228472,0.368439726297412,0.415228226283333,-165.197839221857,219.053358014197,90
"Portugal","Spain",0.5,0.152892561983471,0.492161866569449,0.592198581560284,0.117647058823529,0.571496609723389,0.285714285714286,1,0,1,1,0.117647058823529,0.956684672941707,1,"draw",0.505494505521676,0.890109890060983,0.0524323676576405,0.36830285441966,0.0586545771970828,0.312871793427759,-237.552577807532,-361.943456958731,91
"Germany","Italy",0.75,0,0.684651841049945,0.854609929078014,0.0588235294117647,0.795091932269668,0.714285714285714,0.5,0.0909090909090909,0.426175720014583,0.575354609929078,0.0588235294117647,0.683745472320052,0,"loss",0.637362637382562,0.340659340695568,1,0.566157726228472,0.559513417621716,0.415228226283333,-214.995325130351,276.272253809371,92
"Spain","Italy",1,0,1,1,0,0.956684672941707,1,0.5,0.0909090909090909,0.426175720014583,0.575354609929078,0,0.683745472320052,0,"win",0.890109890060983,0.340659340695568,0.36830285441966,0.566157726228472,0.312871793427759,0.415228226283333,-75.2744200431652,-324.605007505735,93
